file,duckdbparse_success,duckdbparse_header_precision,duckdbparse_header_recall,duckdbparse_header_f1,duckdbparse_record_precision,duckdbparse_record_recall,duckdbparse_record_f1,duckdbparse_cell_precision,duckdbparse_cell_recall,duckdbparse_cell_f1
lineend_mixed_crlf_lf_cr_cycle.csv,1,1.0,1.0,1.0,0.6746987951807228,0.6746987951807228,0.6746987951807228,0.9642857142857143,0.9642857142857143,0.9642857142857143
lineend_random_per_line.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_tail5_lf_rest_crlf.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_all_cr_only.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_all_lf_only.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_stray_cr_in_cell.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
lineend_scattered_nuls.csv,1,1.0,1.0,1.0,0.7710843373493976,0.7710843373493976,0.7710843373493976,0.9735449735449735,0.9735449735449735,0.9735449735449735
lineend_nul_in_quoted_cell.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_ff_as_record_delim.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_vt_as_record_delim.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_ff_mid_record.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
lineend_trailing_spaces.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8902116402116402,0.8902116402116402,0.8902116402116402
lineend_trailing_tab.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8902116402116402,0.8902116402116402,0.8902116402116402
lineend_no_final_newline.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_double_trailing_newline.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_triple_trailing_newline.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_stray_quote_with_lf.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.6521164021164021,0.6444444444444445,0.648257725180802
lineend_multiline_quoted_field.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
lineend_mixed_inner_eol_quoted.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9759036144578314,0.9759036144578314,0.9973544973544973,0.9973544973544973,0.9973544973544973
lineend_blank_line_separator.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_one_row_lf_in_crlf.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_one_row_cr_in_crlf.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
lineend_eof_mid_cell.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9973544973544973,0.9973544973544973,0.9973544973544973
lineend_c1_controls_at_eol.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_half_ls_separator.csv,1,1.0,1.0,1.0,0.4939759036144578,0.9761904761904762,0.656,0.5105820105820106,0.9974160206718347,0.6754155730533683
lineend_alternating_trailing_spaces.csv,1,1.0,1.0,1.0,0.4939759036144578,0.4939759036144578,0.4939759036144578,0.9444444444444444,0.9444444444444444,0.9444444444444444
lineend_nul_at_line_start.csv,1,1.0,1.0,1.0,1.0,0.9880952380952381,0.9940119760479043,0.8902116402116402,0.8797385620915033,0.8849441157133465
lineend_double_cr_lineend.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,0.8915343915343915,0.8915343915343915,0.8915343915343915
lineend_blank_every_third.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_nel_record_delim.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_ps_record_delim.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_backspace_before_eol.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8902116402116402,0.8902116402116402,0.8902116402116402
lineend_stray_quote_line_start.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9920634920634921,0.9920634920634921,0.9920634920634921
lineend_nul_replaces_crlf.csv,1,1.0,1.0,1.0,0.9759036144578314,0.9878048780487805,0.9818181818181818,0.9867724867724867,0.998661311914324,0.9926813040585496
lineend_crlf_in_unquoted_cell.csv,1,1.0,1.0,1.0,0.9879518072289156,0.9761904761904762,0.9820359281437125,0.9986772486772487,0.9869281045751634,0.9927679158448389
lineend_byte_after_each_crlf.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_fe_plus_nuls.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_c1_mid_cell.csv,1,1.0,1.0,1.0,0.7831325301204819,1.0,0.8783783783783784,0.7857142857142857,1.0,0.88
lineend_nel_inside_cells.csv,1,1.0,1.0,1.0,0.7831325301204819,0.7831325301204819,0.783132530120482,0.9761904761904762,0.9761904761904762,0.9761904761904762
lineend_interleave_ls_ps_crlf.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.3082010582010582,0.89272030651341,0.45821042281219276
lineend_three_byte_after_crlf.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_random_c1_throughout.csv,1,1.0,1.0,1.0,0.6506024096385542,1.0,0.7883211678832116,0.6547619047619048,1.0,0.7913669064748202
lineend_bom_after_each_crlf.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8902116402116402,0.8797385620915033,0.8849441157133465
lineend_double_ff_delim.csv,1,1.0,1.0,1.0,0.0,0.0,0.0,0.011904761904761904,1.0,0.023529411764705882
lineend_cr_only_with_stray_lf.csv,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
lineend_quote_before_crlf_back_half.csv,1,1.0,1.0,1.0,0.4939759036144578,0.8723404255319149,0.6307692307692309,0.5634920634920635,0.9861111111111112,0.7171717171717172
